,Area,Study Year,Level,Mode,Country,Academic Year,Female,Male,Not known,Other,Total
22078,Social sciences,Other years,All postgraduate,Full-time,Scotland,2019/20,535.0,330.0,,0.0,865.0
22079,Social sciences,Other years,All postgraduate,Full-time,Scotland,2020/21,670.0,370.0,0.0,5.0,1045.0
22080,Social sciences,Other years,All postgraduate,Full-time,Wales,2017/18,275.0,165.0,,0.0,440.0
22081,Social sciences,Other years,All postgraduate,Full-time,Wales,2018/19,310.0,160.0,,0.0,475.0
22082,Social sciences,Other years,All postgraduate,Full-time,Wales,2019/20,325.0,140.0,,0.0,465.0
22083,Social sciences,Other years,All postgraduate,Full-time,Wales,2020/21,435.0,190.0,0.0,0.0,625.0
22084,Social sciences,Other years,All postgraduate,Part-time,All,2017/18,6055.0,3145.0,,10.0,9210.0
22085,Social sciences,Other years,All postgraduate,Part-time,All,2018/19,5990.0,3065.0,,25.0,9080.0
22086,Social sciences,Other years,All postgraduate,Part-time,All,2019/20,6810.0,3190.0,,30.0,10030.0
22087,Social sciences,Other years,All postgraduate,Part-time,All,2020/21,7835.0,3700.0,0.0,50.0,11585.0
22088,Social sciences,Other years,All postgraduate,Part-time,England,2017/18,5245.0,2785.0,,10.0,8040.0
22089,Social sciences,Other years,All postgraduate,Part-time,England,2018/19,5200.0,2710.0,,20.0,7935.0
22090,Social sciences,Other years,All postgraduate,Part-time,England,2019/20,5770.0,2765.0,,25.0,8560.0
22091,Social sciences,Other years,All postgraduate,Part-time,England,2020/21,6510.0,3205.0,0.0,40.0,9750.0
22092,Social sciences,Other years,All postgraduate,Part-time,Northern Ireland,2017/18,215.0,95.0,,0.0,315.0
22093,Social sciences,Other years,All postgraduate,Part-time,Northern Ireland,2018/19,210.0,90.0,,0.0,305.0
22094,Social sciences,Other years,All postgraduate,Part-time,Northern Ireland,2019/20,210.0,85.0,,0.0,295.0
22095,Social sciences,Other years,All postgraduate,Part-time,Northern Ireland,2020/21,290.0,100.0,0.0,0.0,390.0
22096,Social sciences,Other years,All postgraduate,Part-time,Scotland,2017/18,405.0,210.0,,0.0,615.0
22097,Social sciences,Other years,All postgraduate,Part-time,Scotland,2018/19,380.0,190.0,,0.0,575.0
22098,Social sciences,Other years,All postgraduate,Part-time,Scotland,2019/20,470.0,225.0,,0.0,695.0
22099,Social sciences,Other years,All postgraduate,Part-time,Scotland,2020/21,605.0,260.0,0.0,10.0,870.0
22100,Social sciences,Other years,All postgraduate,Part-time,Wales,2017/18,185.0,55.0,,0.0,240.0
22101,Social sciences,Other years,All postgraduate,Part-time,Wales,2018/19,195.0,70.0,,0.0,270.0
22102,Social sciences,Other years,All postgraduate,Part-time,Wales,2019/20,360.0,115.0,,0.0,475.0
22103,Social sciences,Other years,All postgraduate,Part-time,Wales,2020/21,435.0,135.0,0.0,0.0,570.0
22104,Social sciences,Other years,All undergraduate,All,All,2017/18,68665.0,41490.0,,35.0,110190.0
22105,Social sciences,Other years,All undergraduate,All,All,2018/19,70870.0,43210.0,,60.0,114140.0
22106,Social sciences,Other years,All undergraduate,All,All,2019/20,79745.0,42050.0,,85.0,121880.0
22107,Social sciences,Other years,All undergraduate,All,All,2020/21,85325.0,44325.0,0.0,140.0,129790.0
22108,Social sciences,Other years,All undergraduate,All,England,2017/18,55950.0,34775.0,,30.0,90760.0
22109,Social sciences,Other years,All undergraduate,All,England,2018/19,57760.0,36385.0,,45.0,94190.0
22110,Social sciences,Other years,All undergraduate,All,England,2019/20,65400.0,35745.0,,70.0,101220.0
22111,Social sciences,Other years,All undergraduate,All,England,2020/21,69690.0,37445.0,0.0,120.0,107250.0
22112,Social sciences,Other years,All undergraduate,All,Northern Ireland,2017/18,1365.0,795.0,,0.0,2160.0
22113,Social sciences,Other years,All undergraduate,All,Northern Ireland,2018/19,1355.0,795.0,,0.0,2150.0
22114,Social sciences,Other years,All undergraduate,All,Northern Ireland,2019/20,1555.0,770.0,,0.0,2325.0
22115,Social sciences,Other years,All undergraduate,All,Northern Ireland,2020/21,1805.0,885.0,0.0,0.0,2690.0
22116,Social sciences,Other years,All undergraduate,All,Scotland,2017/18,7520.0,3875.0,,5.0,11400.0
22117,Social sciences,Other years,All undergraduate,All,Scotland,2018/19,7855.0,4070.0,,5.0,11930.0
22118,Social sciences,Other years,All undergraduate,All,Scotland,2019/20,8510.0,3840.0,,10.0,12360.0
22119,Social sciences,Other years,All undergraduate,All,Scotland,2020/21,8785.0,3975.0,0.0,10.0,12770.0
22120,Social sciences,Other years,All undergraduate,All,Wales,2017/18,3830.0,2040.0,,0.0,5870.0
22121,Social sciences,Other years,All undergraduate,All,Wales,2018/19,3895.0,1965.0,,5.0,5865.0
22122,Social sciences,Other years,All undergraduate,All,Wales,2019/20,4285.0,1690.0,,10.0,5980.0
22123,Social sciences,Other years,All undergraduate,All,Wales,2020/21,5045.0,2020.0,0.0,10.0,7075.0
22124,Social sciences,Other years,All undergraduate,Full-time,All,2017/18,60740.0,38385.0,,35.0,99160.0
22125,Social sciences,Other years,All undergraduate,Full-time,All,2018/19,62635.0,39950.0,,55.0,102640.0
22126,Social sciences,Other years,All undergraduate,Full-time,All,2019/20,68140.0,38745.0,,80.0,106970.0
22127,Social sciences,Other years,All undergraduate,Full-time,All,2020/21,72940.0,40845.0,0.0,135.0,113920.0
22128,Social sciences,Other years,All undergraduate,Full-time,England,2017/18,50035.0,32285.0,,30.0,82350.0
22129,Social sciences,Other years,All undergraduate,Full-time,England,2018/19,51680.0,33785.0,,45.0,85510.0
22130,Social sciences,Other years,All undergraduate,Full-time,England,2019/20,56800.0,33145.0,,70.0,90015.0
22131,Social sciences,Other years,All undergraduate,Full-time,England,2020/21,60845.0,34750.0,0.0,115.0,95710.0
22132,Social sciences,Other years,All undergraduate,Full-time,Northern Ireland,2017/18,1105.0,665.0,,0.0,1770.0
22133,Social sciences,Other years,All undergraduate,Full-time,Northern Ireland,2018/19,1100.0,665.0,,0.0,1760.0
22134,Social sciences,Other years,All undergraduate,Full-time,Northern Ireland,2019/20,1140.0,620.0,,0.0,1760.0
22135,Social sciences,Other years,All undergraduate,Full-time,Northern Ireland,2020/21,1305.0,695.0,0.0,0.0,2000.0
22136,Social sciences,Other years,All undergraduate,Full-time,Scotland,2017/18,6445.0,3550.0,,5.0,10000.0
22137,Social sciences,Other years,All undergraduate,Full-time,Scotland,2018/19,6625.0,3700.0,,5.0,10330.0
22138,Social sciences,Other years,All undergraduate,Full-time,Scotland,2019/20,6835.0,3505.0,,5.0,10345.0
22139,Social sciences,Other years,All undergraduate,Full-time,Scotland,2020/21,7030.0,3630.0,0.0,10.0,10670.0
22140,Social sciences,Other years,All undergraduate,Full-time,Wales,2017/18,3155.0,1880.0,,0.0,5040.0
22141,Social sciences,Other years,All undergraduate,Full-time,Wales,2018/19,3230.0,1805.0,,5.0,5040.0
22142,Social sciences,Other years,All undergraduate,Full-time,Wales,2019/20,3365.0,1480.0,,10.0,4850.0
22143,Social sciences,Other years,All undergraduate,Full-time,Wales,2020/21,3760.0,1770.0,0.0,10.0,5535.0
22144,Social sciences,Other years,All undergraduate,Part-time,All,2017/18,7925.0,3100.0,,5.0,11030.0
22145,Social sciences,Other years,All undergraduate,Part-time,All,2018/19,8235.0,3260.0,,5.0,11500.0
22146,Social sciences,Other years,All undergraduate,Part-time,All,2019/20,11605.0,3300.0,,5.0,14910.0
22147,Social sciences,Other years,All undergraduate,Part-time,All,2020/21,12385.0,3475.0,0.0,10.0,15870.0
22148,Social sciences,Other years,All undergraduate,Part-time,England,2017/18,5915.0,2490.0,,0.0,8410.0
22149,Social sciences,Other years,All undergraduate,Part-time,England,2018/19,6080.0,2600.0,,0.0,8680.0
22150,Social sciences,Other years,All undergraduate,Part-time,England,2019/20,8600.0,2600.0,,5.0,11205.0
22151,Social sciences,Other years,All undergraduate,Part-time,England,2020/21,8845.0,2695.0,0.0,5.0,11545.0
22152,Social sciences,Other years,All undergraduate,Part-time,Northern Ireland,2017/18,265.0,130.0,,0.0,390.0
22153,Social sciences,Other years,All undergraduate,Part-time,Northern Ireland,2018/19,260.0,130.0,,0.0,390.0
22154,Social sciences,Other years,All undergraduate,Part-time,Northern Ireland,2019/20,410.0,155.0,,0.0,565.0
22155,Social sciences,Other years,All undergraduate,Part-time,Northern Ireland,2020/21,500.0,185.0,0.0,0.0,690.0
22156,Social sciences,Other years,All undergraduate,Part-time,Scotland,2017/18,1075.0,325.0,,0.0,1400.0
22157,Social sciences,Other years,All undergraduate,Part-time,Scotland,2018/19,1230.0,370.0,,0.0,1600.0
22158,Social sciences,Other years,All undergraduate,Part-time,Scotland,2019/20,1675.0,335.0,,0.0,2015.0
22159,Social sciences,Other years,All undergraduate,Part-time,Scotland,2020/21,1750.0,345.0,0.0,0.0,2100.0
22160,Social sciences,Other years,All undergraduate,Part-time,Wales,2017/18,675.0,160.0,,0.0,830.0
22161,Social sciences,Other years,All undergraduate,Part-time,Wales,2018/19,665.0,160.0,,0.0,825.0
22162,Social sciences,Other years,All undergraduate,Part-time,Wales,2019/20,920.0,210.0,,0.0,1130.0
22163,Social sciences,Other years,All undergraduate,Part-time,Wales,2020/21,1285.0,250.0,0.0,0.0,1535.0
22164,Social sciences,Other years,First degree,All,All,2017/18,66200.0,40960.0,,35.0,107195.0
22165,Social sciences,Other years,First degree,All,All,2018/19,68645.0,42740.0,,60.0,111445.0
22166,Social sciences,Other years,First degree,All,All,2019/20,74690.0,41100.0,,80.0,115875.0
22167,Social sciences,Other years,First degree,All,All,2020/21,80435.0,43370.0,0.0,140.0,123940.0
22168,Social sciences,Other years,First degree,All,England,2017/18,54335.0,34400.0,,30.0,88765.0
22169,Social sciences,Other years,First degree,All,England,2018/19,56365.0,36065.0,,45.0,92475.0
22170,Social sciences,Other years,First degree,All,England,2019/20,61420.0,35005.0,,70.0,96495.0
22171,Social sciences,Other years,First degree,All,England,2020/21,66085.0,36745.0,0.0,120.0,102950.0
22172,Social sciences,Other years,First degree,All,Northern Ireland,2017/18,1345.0,780.0,,0.0,2125.0
22173,Social sciences,Other years,First degree,All,Northern Ireland,2018/19,1340.0,790.0,,0.0,2130.0
22174,Social sciences,Other years,First degree,All,Northern Ireland,2019/20,1530.0,765.0,,0.0,2295.0
22175,Social sciences,Other years,First degree,All,Northern Ireland,2020/21,1765.0,865.0,0.0,0.0,2630.0
22176,Social sciences,Other years,First degree,All,Scotland,2017/18,7270.0,3820.0,,5.0,11095.0
22177,Social sciences,Other years,First degree,All,Scotland,2018/19,7580.0,4005.0,,5.0,11585.0
22178,Social sciences,Other years,First degree,All,Scotland,2019/20,8190.0,3770.0,,5.0,11970.0
22179,Social sciences,Other years,First degree,All,Scotland,2020/21,8475.0,3930.0,0.0,10.0,12420.0
22180,Social sciences,Other years,First degree,All,Wales,2017/18,3255.0,1955.0,,0.0,5210.0
22181,Social sciences,Other years,First degree,All,Wales,2018/19,3365.0,1885.0,,5.0,5255.0
22182,Social sciences,Other years,First degree,All,Wales,2019/20,3550.0,1560.0,,5.0,5115.0
22183,Social sciences,Other years,First degree,All,Wales,2020/21,4100.0,1825.0,0.0,10.0,5940.0
22184,Social sciences,Other years,First degree,Full-time,All,2017/18,59550.0,38125.0,,35.0,97705.0
22185,Social sciences,Other years,First degree,Full-time,All,2018/19,61580.0,39725.0,,55.0,101365.0
22186,Social sciences,Other years,First degree,Full-time,All,2019/20,65035.0,38095.0,,75.0,103200.0
22187,Social sciences,Other years,First degree,Full-time,All,2020/21,70245.0,40245.0,0.0,130.0,110620.0
22188,Social sciences,Other years,First degree,Full-time,England,2017/18,49195.0,32085.0,,30.0,81305.0
22189,Social sciences,Other years,First degree,Full-time,England,2018/19,50965.0,33610.0,,45.0,84620.0
22190,Social sciences,Other years,First degree,Full-time,England,2019/20,54170.0,32595.0,,65.0,86830.0
22191,Social sciences,Other years,First degree,Full-time,England,2020/21,58720.0,34300.0,0.0,115.0,93135.0
22192,Social sciences,Other years,First degree,Full-time,Northern Ireland,2017/18,1100.0,665.0,,0.0,1765.0
22193,Social sciences,Other years,First degree,Full-time,Northern Ireland,2018/19,1095.0,660.0,,0.0,1755.0
22194,Social sciences,Other years,First degree,Full-time,Northern Ireland,2019/20,1140.0,615.0,,0.0,1755.0
22195,Social sciences,Other years,First degree,Full-time,Northern Ireland,2020/21,1305.0,695.0,0.0,0.0,2000.0
22196,Social sciences,Other years,First degree,Full-time,Scotland,2017/18,6405.0,3535.0,,5.0,9940.0
22197,Social sciences,Other years,First degree,Full-time,Scotland,2018/19,6595.0,3690.0,,5.0,10290.0
22198,Social sciences,Other years,First degree,Full-time,Scotland,2019/20,6775.0,3485.0,,5.0,10260.0
22199,Social sciences,Other years,First degree,Full-time,Scotland,2020/21,6975.0,3610.0,0.0,10.0,10595.0
22200,Social sciences,Other years,First degree,Full-time,Wales,2017/18,2850.0,1840.0,,0.0,4690.0
22201,Social sciences,Other years,First degree,Full-time,Wales,2018/19,2930.0,1765.0,,5.0,4700.0
22202,Social sciences,Other years,First degree,Full-time,Wales,2019/20,2950.0,1400.0,,5.0,4355.0
22203,Social sciences,Other years,First degree,Full-time,Wales,2020/21,3245.0,1635.0,0.0,10.0,4890.0
22204,Social sciences,Other years,First degree,Part-time,All,2017/18,6655.0,2835.0,,5.0,9490.0
22205,Social sciences,Other years,First degree,Part-time,All,2018/19,7060.0,3015.0,,5.0,10080.0
22206,Social sciences,Other years,First degree,Part-time,All,2019/20,9660.0,3010.0,,5.0,12670.0
22207,Social sciences,Other years,First degree,Part-time,All,2020/21,10190.0,3125.0,0.0,5.0,13320.0
22208,Social sciences,Other years,First degree,Part-time,England,2017/18,5140.0,2320.0,,0.0,7460.0
22209,Social sciences,Other years,First degree,Part-time,England,2018/19,5400.0,2455.0,,0.0,7855.0
22210,Social sciences,Other years,First degree,Part-time,England,2019/20,7250.0,2410.0,,5.0,9665.0
22211,Social sciences,Other years,First degree,Part-time,England,2020/21,7370.0,2445.0,0.0,5.0,9815.0
22212,Social sciences,Other years,First degree,Part-time,Northern Ireland,2017/18,240.0,115.0,,0.0,355.0
22213,Social sciences,Other years,First degree,Part-time,Northern Ireland,2018/19,245.0,130.0,,0.0,375.0
22214,Social sciences,Other years,First degree,Part-time,Northern Ireland,2019/20,390.0,150.0,,0.0,540.0
22215,Social sciences,Other years,First degree,Part-time,Northern Ireland,2020/21,460.0,170.0,0.0,0.0,635.0
22216,Social sciences,Other years,First degree,Part-time,Scotland,2017/18,865.0,290.0,,0.0,1155.0
22217,Social sciences,Other years,First degree,Part-time,Scotland,2018/19,985.0,310.0,,0.0,1295.0
22218,Social sciences,Other years,First degree,Part-time,Scotland,2019/20,1415.0,290.0,,0.0,1705.0
22219,Social sciences,Other years,First degree,Part-time,Scotland,2020/21,1505.0,320.0,0.0,0.0,1825.0
22220,Social sciences,Other years,First degree,Part-time,Wales,2017/18,405.0,115.0,,0.0,520.0
22221,Social sciences,Other years,First degree,Part-time,Wales,2018/19,435.0,120.0,,0.0,555.0
22222,Social sciences,Other years,First degree,Part-time,Wales,2019/20,600.0,160.0,,0.0,760.0
22223,Social sciences,Other years,First degree,Part-time,Wales,2020/21,855.0,190.0,0.0,0.0,1045.0
22224,Social sciences,Other years,Other undergraduate,All,All,2017/18,2460.0,530.0,,0.0,2990.0
22225,Social sciences,Other years,Other undergraduate,All,All,2018/19,2225.0,470.0,,0.0,2695.0
22226,Social sciences,Other years,Other undergraduate,All,All,2019/20,5055.0,945.0,,5.0,6010.0
22227,Social sciences,Other years,Other undergraduate,All,All,2020/21,4890.0,955.0,0.0,5.0,5845.0
22228,Social sciences,Other years,Other undergraduate,All,England,2017/18,1615.0,375.0,,0.0,1995.0
22229,Social sciences,Other years,Other undergraduate,All,England,2018/19,1395.0,320.0,,0.0,1715.0
22230,Social sciences,Other years,Other undergraduate,All,England,2019/20,3980.0,745.0,,0.0,4725.0
22231,Social sciences,Other years,Other undergraduate,All,England,2020/21,3600.0,700.0,0.0,0.0,4300.0
22232,Social sciences,Other years,Other undergraduate,All,Northern Ireland,2017/18,25.0,15.0,,0.0,40.0
22233,Social sciences,Other years,Other undergraduate,All,Northern Ireland,2018/19,20.0,5.0,,0.0,20.0
22234,Social sciences,Other years,Other undergraduate,All,Northern Ireland,2019/20,20.0,10.0,,0.0,30.0
22235,Social sciences,Other years,Other undergraduate,All,Northern Ireland,2020/21,40.0,20.0,0.0,0.0,60.0
22236,Social sciences,Other years,Other undergraduate,All,Scotland,2017/18,245.0,55.0,,0.0,300.0
22237,Social sciences,Other years,Other undergraduate,All,Scotland,2018/19,280.0,70.0,,0.0,345.0
22238,Social sciences,Other years,Other undergraduate,All,Scotland,2019/20,320.0,70.0,,0.0,390.0
22239,Social sciences,Other years,Other undergraduate,All,Scotland,2020/21,305.0,45.0,0.0,0.0,350.0
22240,Social sciences,Other years,Other undergraduate,All,Wales,2017/18,575.0,85.0,,0.0,660.0
22241,Social sciences,Other years,Other undergraduate,All,Wales,2018/19,535.0,80.0,,0.0,615.0
22242,Social sciences,Other years,Other undergraduate,All,Wales,2019/20,735.0,125.0,,0.0,865.0
22243,Social sciences,Other years,Other undergraduate,All,Wales,2020/21,945.0,195.0,0.0,0.0,1135.0
22244,Social sciences,Other years,Other undergraduate,Full-time,All,2017/18,1190.0,265.0,,0.0,1455.0
22245,Social sciences,Other years,Other undergraduate,Full-time,All,2018/19,1055.0,225.0,,0.0,1275.0
22246,Social sciences,Other years,Other undergraduate,Full-time,All,2019/20,3110.0,655.0,,5.0,3765.0
22247,Social sciences,Other years,Other undergraduate,Full-time,All,2020/21,2695.0,600.0,0.0,0.0,3300.0
22248,Social sciences,Other years,Other undergraduate,Full-time,England,2017/18,845.0,205.0,,0.0,1045.0
22249,Social sciences,Other years,Other undergraduate,Full-time,England,2018/19,715.0,175.0,,0.0,890.0
22250,Social sciences,Other years,Other undergraduate,Full-time,England,2019/20,2630.0,550.0,,0.0,3185.0
22251,Social sciences,Other years,Other undergraduate,Full-time,England,2020/21,2125.0,445.0,0.0,0.0,2575.0
22252,Social sciences,Other years,Other undergraduate,Full-time,Northern Ireland,2017/18,0.0,0.0,,0.0,5.0
22253,Social sciences,Other years,Other undergraduate,Full-time,Northern Ireland,2018/19,5.0,0.0,,0.0,5.0
22254,Social sciences,Other years,Other undergraduate,Full-time,Northern Ireland,2019/20,0.0,5.0,,0.0,5.0
22255,Social sciences,Other years,Other undergraduate,Full-time,Northern Ireland,2020/21,0.0,0.0,0.0,0.0,5.0
22256,Social sciences,Other years,Other undergraduate,Full-time,Scotland,2017/18,40.0,20.0,,0.0,55.0
22257,Social sciences,Other years,Other undergraduate,Full-time,Scotland,2018/19,35.0,5.0,,0.0,40.0
22258,Social sciences,Other years,Other undergraduate,Full-time,Scotland,2019/20,60.0,20.0,,0.0,80.0
22259,Social sciences,Other years,Other undergraduate,Full-time,Scotland,2020/21,55.0,20.0,0.0,0.0,75.0
22260,Social sciences,Other years,Other undergraduate,Full-time,Wales,2017/18,305.0,40.0,,0.0,345.0
22261,Social sciences,Other years,Other undergraduate,Full-time,Wales,2018/19,300.0,45.0,,0.0,345.0
22262,Social sciences,Other years,Other undergraduate,Full-time,Wales,2019/20,415.0,80.0,,0.0,495.0
22263,Social sciences,Other years,Other undergraduate,Full-time,Wales,2020/21,510.0,135.0,0.0,0.0,645.0
22264,Social sciences,Other years,Other undergraduate,Part-time,All,2017/18,1270.0,265.0,,0.0,1540.0
22265,Social sciences,Other years,Other undergraduate,Part-time,All,2018/19,1175.0,245.0,,0.0,1420.0
22266,Social sciences,Other years,Other undergraduate,Part-time,All,2019/20,1945.0,295.0,,0.0,2240.0
22267,Social sciences,Other years,Other undergraduate,Part-time,All,2020/21,2195.0,350.0,0.0,0.0,2550.0
22268,Social sciences,Other years,Other undergraduate,Part-time,England,2017/18,775.0,175.0,,0.0,945.0
22269,Social sciences,Other years,Other undergraduate,Part-time,England,2018/19,680.0,145.0,,0.0,825.0
22270,Social sciences,Other years,Other undergraduate,Part-time,England,2019/20,1350.0,190.0,,0.0,1540.0
22271,Social sciences,Other years,Other undergraduate,Part-time,England,2020/21,1475.0,250.0,0.0,0.0,1725.0
22272,Social sciences,Other years,Other undergraduate,Part-time,Northern Ireland,2017/18,20.0,15.0,,0.0,35.0
22273,Social sciences,Other years,Other undergraduate,Part-time,Northern Ireland,2018/19,15.0,5.0,,0.0,20.0
22274,Social sciences,Other years,Other undergraduate,Part-time,Northern Ireland,2019/20,20.0,5.0,,0.0,25.0
22275,Social sciences,Other years,Other undergraduate,Part-time,Northern Ireland,2020/21,40.0,15.0,0.0,0.0,55.0
22276,Social sciences,Other years,Other undergraduate,Part-time,Scotland,2017/18,205.0,40.0,,0.0,245.0
22277,Social sciences,Other years,Other undergraduate,Part-time,Scotland,2018/19,245.0,60.0,,0.0,305.0
22278,Social sciences,Other years,Other undergraduate,Part-time,Scotland,2019/20,260.0,50.0,,0.0,310.0
22279,Social sciences,Other years,Other undergraduate,Part-time,Scotland,2020/21,250.0,25.0,0.0,0.0,275.0
22280,Social sciences,Other years,Other undergraduate,Part-time,Wales,2017/18,270.0,45.0,,0.0,315.0
22281,Social sciences,Other years,Other undergraduate,Part-time,Wales,2018/19,235.0,35.0,,0.0,270.0
22282,Social sciences,Other years,Other undergraduate,Part-time,Wales,2019/20,320.0,50.0,,0.0,365.0
22283,Social sciences,Other years,Other undergraduate,Part-time,Wales,2020/21,430.0,60.0,0.0,0.0,490.0
22284,Social sciences,Other years,Postgraduate (research),All,All,2017/18,3190.0,2840.0,,5.0,6030.0
22285,Social sciences,Other years,Postgraduate (research),All,All,2018/19,3050.0,2680.0,,15.0,5740.0
22286,Social sciences,Other years,Postgraduate (research),All,All,2019/20,3400.0,2590.0,,20.0,6010.0
22287,Social sciences,Other years,Postgraduate (research),All,All,2020/21,3595.0,2600.0,0.0,35.0,6230.0
22288,Social sciences,Other years,Postgraduate (research),All,England,2017/18,2665.0,2435.0,,5.0,5105.0
22289,Social sciences,Other years,Postgraduate (research),All,England,2018/19,2500.0,2235.0,,10.0,4750.0
22290,Social sciences,Other years,Postgraduate (research),All,England,2019/20,2790.0,2190.0,,20.0,5005.0
22291,Social sciences,Other years,Postgraduate (research),All,England,2020/21,2965.0,2190.0,0.0,30.0,5185.0
22292,Social sciences,Other years,Postgraduate (research),All,Northern Ireland,2017/18,115.0,80.0,,0.0,190.0
22293,Social sciences,Other years,Postgraduate (research),All,Northern Ireland,2018/19,125.0,80.0,,0.0,200.0
22294,Social sciences,Other years,Postgraduate (research),All,Northern Ireland,2019/20,125.0,70.0,,0.0,195.0
22295,Social sciences,Other years,Postgraduate (research),All,Northern Ireland,2020/21,140.0,80.0,0.0,0.0,220.0
22296,Social sciences,Other years,Postgraduate (research),All,Scotland,2017/18,290.0,240.0,,5.0,535.0
22297,Social sciences,Other years,Postgraduate (research),All,Scotland,2018/19,295.0,270.0,,0.0,570.0
22298,Social sciences,Other years,Postgraduate (research),All,Scotland,2019/20,370.0,260.0,,0.0,635.0
22299,Social sciences,Other years,Postgraduate (research),All,Scotland,2020/21,365.0,255.0,0.0,5.0,625.0
22300,Social sciences,Other years,Postgraduate (research),All,Wales,2017/18,120.0,85.0,,0.0,205.0
22301,Social sciences,Other years,Postgraduate (research),All,Wales,2018/19,130.0,95.0,,0.0,220.0
22302,Social sciences,Other years,Postgraduate (research),All,Wales,2019/20,115.0,70.0,,0.0,180.0
22303,Social sciences,Other years,Postgraduate (research),All,Wales,2020/21,125.0,75.0,0.0,0.0,200.0
22304,Social sciences,Other years,Postgraduate (research),Full-time,All,2017/18,2110.0,1965.0,,0.0,4075.0
22305,Social sciences,Other years,Postgraduate (research),Full-time,All,2018/19,2045.0,1835.0,,5.0,3880.0
22306,Social sciences,Other years,Postgraduate (research),Full-time,All,2019/20,2125.0,1715.0,,10.0,3855.0
22307,Social sciences,Other years,Postgraduate (research),Full-time,All,2020/21,2160.0,1695.0,0.0,15.0,3870.0
22308,Social sciences,Other years,Postgraduate (research),Full-time,England,2017/18,1755.0,1695.0,,0.0,3450.0
22309,Social sciences,Other years,Postgraduate (research),Full-time,England,2018/19,1665.0,1530.0,,5.0,3200.0
22310,Social sciences,Other years,Postgraduate (research),Full-time,England,2019/20,1750.0,1455.0,,10.0,3215.0
22311,Social sciences,Other years,Postgraduate (research),Full-time,England,2020/21,1785.0,1420.0,0.0,15.0,3215.0
22312,Social sciences,Other years,Postgraduate (research),Full-time,Northern Ireland,2017/18,65.0,45.0,,0.0,110.0
22313,Social sciences,Other years,Postgraduate (research),Full-time,Northern Ireland,2018/19,75.0,45.0,,0.0,120.0
22314,Social sciences,Other years,Postgraduate (research),Full-time,Northern Ireland,2019/20,85.0,40.0,,0.0,125.0
22315,Social sciences,Other years,Postgraduate (research),Full-time,Northern Ireland,2020/21,90.0,55.0,0.0,0.0,145.0
22316,Social sciences,Other years,Postgraduate (research),Full-time,Scotland,2017/18,215.0,165.0,,0.0,380.0
22317,Social sciences,Other years,Postgraduate (research),Full-time,Scotland,2018/19,220.0,200.0,,0.0,420.0
22318,Social sciences,Other years,Postgraduate (research),Full-time,Scotland,2019/20,220.0,180.0,,0.0,400.0
22319,Social sciences,Other years,Postgraduate (research),Full-time,Scotland,2020/21,205.0,175.0,0.0,5.0,385.0
22320,Social sciences,Other years,Postgraduate (research),Full-time,Wales,2017/18,70.0,60.0,,0.0,135.0
22321,Social sciences,Other years,Postgraduate (research),Full-time,Wales,2018/19,80.0,65.0,,0.0,145.0
22322,Social sciences,Other years,Postgraduate (research),Full-time,Wales,2019/20,70.0,40.0,,0.0,110.0
22323,Social sciences,Other years,Postgraduate (research),Full-time,Wales,2020/21,75.0,45.0,0.0,0.0,120.0
22324,Social sciences,Other years,Postgraduate (research),Part-time,All,2017/18,1080.0,870.0,,5.0,1955.0
22325,Social sciences,Other years,Postgraduate (research),Part-time,All,2018/19,1005.0,845.0,,10.0,1855.0
22326,Social sciences,Other years,Postgraduate (research),Part-time,All,2019/20,1275.0,870.0,,10.0,2155.0
22327,Social sciences,Other years,Postgraduate (research),Part-time,All,2020/21,1440.0,905.0,0.0,20.0,2360.0
22328,Social sciences,Other years,Postgraduate (research),Part-time,England,2017/18,910.0,740.0,,5.0,1655.0
22329,Social sciences,Other years,Postgraduate (research),Part-time,England,2018/19,835.0,705.0,,5.0,1550.0
22330,Social sciences,Other years,Postgraduate (research),Part-time,England,2019/20,1040.0,735.0,,10.0,1785.0
22331,Social sciences,Other years,Postgraduate (research),Part-time,England,2020/21,1180.0,770.0,0.0,15.0,1970.0
22332,Social sciences,Other years,Postgraduate (research),Part-time,Northern Ireland,2017/18,45.0,30.0,,0.0,80.0
22333,Social sciences,Other years,Postgraduate (research),Part-time,Northern Ireland,2018/19,45.0,35.0,,0.0,80.0
22334,Social sciences,Other years,Postgraduate (research),Part-time,Northern Ireland,2019/20,40.0,25.0,,0.0,65.0
22335,Social sciences,Other years,Postgraduate (research),Part-time,Northern Ireland,2020/21,50.0,25.0,0.0,0.0,75.0
22336,Social sciences,Other years,Postgraduate (research),Part-time,Scotland,2017/18,75.0,80.0,,0.0,155.0
22337,Social sciences,Other years,Postgraduate (research),Part-time,Scotland,2018/19,75.0,75.0,,0.0,150.0
22338,Social sciences,Other years,Postgraduate (research),Part-time,Scotland,2019/20,150.0,80.0,,0.0,230.0
22339,Social sciences,Other years,Postgraduate (research),Part-time,Scotland,2020/21,155.0,75.0,0.0,5.0,240.0
22340,Social sciences,Other years,Postgraduate (research),Part-time,Wales,2017/18,50.0,20.0,,0.0,70.0
22341,Social sciences,Other years,Postgraduate (research),Part-time,Wales,2018/19,50.0,30.0,,0.0,80.0
22342,Social sciences,Other years,Postgraduate (research),Part-time,Wales,2019/20,45.0,30.0,,0.0,70.0
